CBK	MRK	TKA	VOW
14.11	27.74	12.15	40.6
13.95	26.8	11.94	39.85
14.25	27.23	12.05	39.97
14.6	27.86	12.47	41.99
15.05	28	12.32	41.54
15.94	27.89	12.46	42.37
15.56	27.54	12.57	43.12
16.06	28.79	12.95	43.56
16.49	30.15	13.02	43.89
16.01	29.85	12.73	43.1
16.41	30.24	12.94	43.95
16.63	30.08	13.08	43.94
15.91	29.51	12.74	42.98
15.78	29.66	12.63	42.77
15.61	29.56	12.36	41.99
16.06	29.52	12.58	42.75
16.49	29.29	12.9	44.1
16.8	29.52	13.15	43.02
16.84	29.77	13.8	42.85
17	29.64	14.35	43.39
17.5	31.09	14.75	44.65
16.75	31.29	14.54	44.51
16.07	31.28	14.68	44.42
16.12	31.04	14.61	44.63
15.86	30.65	14.93	44.7
15.64	30.26	14.83	44.57
15.3	29.96	14.6	44.5
15.25	30.23	14.63	45.23
15.16	31.73	14.86	45.1
15.29	31.71	15.56	45.05
14.76	30.99	14.61	43.65
15.5	30.79	14.62	43.29
15.6	30.65	14.74	42.53
15.31	31.32	14.7	41.99
15.55	31.51	14.68	41.76
16.24	32.17	15.25	42.66
16.09	32.45	15.5	43.08
15.95	31.46	15.27	42.47
15.79	31.91	15.51	42.26
16.14	32.19	15.45	41.45
16.32	32.77	15.81	41.93
16.1	33.18	15.5	41.75
16.4	33.51	15.62	43.1
16.06	33.06	15.85	43.69
15.84	32.86	15.53	42.95
15.69	32.32	15.46	42.59
15.77	32.57	15.55	42.54
15.31	32.71	15.65	42.14
15.39	32.71	15.84	43.31
15.29	32.65	15.61	43.84
15.36	33.36	15.72	43.44
15.12	31.77	15.69	43.85
15.03	31.48	14.9	43.98
15.26	32.27	15.07	44.47
15.49	32.37	15	44.6
15.21	32.53	14.98	43.49
15.32	32.47	15.09	43.44
15.32	32.47	15.09	43.44
15.32	32.47	15.09	43.44
15.32	32.47	15.09	43.44
15.41	32.63	15.39	44.02
15.55	32.5	15.67	44.15
15.55	32.5	15.67	44.15
15.55	32.5	15.67	44.15
15.84	33.3	16.07	44.65
16	33.61	16.23	44.28
16	33.42	16.21	42.3
15.79	33	16.35	41.63
15.93	33.6	16.43	41.96
15.96	33.45	16.34	41.3
15.73	33.74	16.12	41.05
15.54	33.75	16.44	41.12
15.56	32.84	17.03	42.5
16.17	33.04	17.15	42.15
16.23	33.15	17.33	43.22
16.37	32.02	17.67	42.15
15.95	31.53	17.41	41.65
16.26	31.48	17.66	41.47
16.01	33.22	17.56	41.69
16.38	32.96	17.54	41.29
16.13	32.91	16.9	41.11
16.1	33.56	16.79	41.1
16.05	34.19	16.85	41.36
15.8	33.39	16.49	40.68
15.51	33.45	16.26	40.46
15.69	33.25	16.21	40.39
15.53	33.79	16.15	39
15.35	33.91	15.98	39.22
15.15	35.02	15.54	38.84
15.38	35.44	15.58	39.44
15.53	36.75	16.12	39.23
16.18	36.41	15.92	38.6
16.23	36.22	16.1	38.94
16.01	35.69	16.51	39.49
15.8	36.84	16.08	39.57
15.76	37.88	16.31	38.95
15.9	37.61	16.25	39.32
15.76	36.8	16.28	39.33
15.88	36.87	16.26	39.72
15.77	36.89	16	38.93
15.85	36.7	16.08	38.9
15.61	35.42	15.65	38.04
15.7	35.83	15.48	37.8
15.6	35.33	15.47	37.9
15.63	34.93	15.59	37.8
15.55	34.63	15.8	38.41
15.53	36.06	16.25	39.7
15.42	36.97	15.95	39.34
15.5	37.73	16.05	39.45
15.49	38.17	15.96	39.06
15.48	37.95	16.02	39.41
15.35	37.98	15.69	38.2
15.25	38.19	15.34	38.07
14.68	37.09	14.54	36.52
14.36	36.42	14.76	36.55
13.9	37.39	14.33	35.92
14.03	37.39	14.33	36.01
14.2	38	14.61	36.71
13.89	37.69	14.37	35.87
13.97	37.43	14.46	35.89
13.39	37.33	13.8	34.7
13.5	36.99	14.25	34.68
13.61	36.8	13.96	34.36
13.9	37.48	14.45	35.11
13.75	37.63	14.62	34.94
13.95	36.89	14.9	35.9
13.68	37.04	14.99	35.92
13.8	37.33	15.12	35.54
14.24	38.37	15.3	35.94
14.31	38.16	15.54	36.4
14.46	40.97	15.71	36.62
14.65	41.42	15.7	36.07
14.99	41.42	15.17	36.12
14.85	41.08	15.5	36.6
14.85	41.08	15.5	36.6
14.85	41.08	15.5	36.6
15.16	41.24	15.75	37.31
14.59	41.32	15.32	36.95
14.5	41.33	15.15	37.13
14.58	43.26	15.06	37.59
14.34	42.84	15.15	37.76
14.64	44.02	15.25	37.95
14.36	44.3	14.98	38.13
14.54	43.78	14.99	38.87
14.7	45.22	15.24	38.6
14.93	45.7	15.31	38.36
14.93	44.73	15.49	38
14.77	42.77	14.96	37.34
14.35	42.8	14.32	36.61
14.38	43.96	14.48	36.75
14.3	43.04	14.54	37.36
14.15	43.61	14.63	37.17
14.3	44.99	14.75	37.26
13.89	43.53	14.25	36.2
13.65	42.87	13.94	36.13
13	41.52	13.51	34.89
13.18	42.8	13.65	35.37
12.88	43.16	13.37	35.05
13.1	43.4	13.44	35.71
13.04	43.53	13.03	35.28
12.84	42.5	13.01	34.81
13.11	42.8	13	35.06
13.56	44.27	13.45	35.88
13.43	43.57	13.3	35.02
13.3	44.37	13.4	34.85
13.49	44.37	13.45	35.29
13.2	44.11	13.19	34.97
13.31	44.27	13.4	35.55
13.33	44.52	13.65	35.67
13.43	45.26	13.63	35.72
13.42	45.06	13.69	35.77
13.1	45.95	13.5	35.24
13.27	46.49	13.45	35.4
13.64	46.98	13.48	35.68
13.96	48.41	13.8	35.87
14.05	48.9	13.83	36.18
13.83	50.36	13.89	35.88
13.97	49.05	13.53	35.4
14.39	48.01	13.58	35.75
14.43	47	13.4	35.36
14.31	46.66	13.14	34.73
14.28	47.56	13.21	35.09
14.59	47.66	13.37	34.96
14.58	48.13	13.1	34.58
14.72	49.09	13.14	34.14
14.26	50.32	13.25	34.2
13.9	48.79	13.1	33.96
13.92	48.53	13.36	33.58
14.14	47.64	13.6	34.14
14.17	47.38	13.63	34.32
14.55	47.92	13.75	34.69
14.66	48.33	13.84	34.68
14.48	48.7	14.01	34.72
14.4	47.85	14.14	34.34
14.24	47.61	13.88	33.73
14.26	46.72	13.95	33.58
13.95	44.61	13.81	33.67
13.87	44.2	13.76	33.51
13.73	47.17	13.93	33.47
13.49	47.34	13.91	33.22
13.41	46.36	13.83	32.82
13.28	46.45	13.88	33.07
13.49	46.73	13.79	32.6
13.31	46.6	13.69	32.13
13.42	46.48	13.9	31.99
13.39	46.58	13.88	32.3
13.65	47.05	13.81	32.54
14.05	47.4	14.22	32.92
13.92	44.39	14.04	32.65
13.96	44.76	13.98	32.93
13.9	44.45	14.23	32.68
13.96	43.28	14.43	33.16
13.9	46.17	14.39	33.25
14.16	46.24	14.71	33.88
14.24	45.89	14.82	33.73
14.18	46.24	14.72	34
13.98	46.07	14.8	34.2
13.55	45.89	14.63	33.52
13.44	46.17	14.65	33.38
13.09	45.49	14.12	32.5
12.97	44.91	13.93	31.84
13.17	45.24	14.18	31.86
13.45	44.64	14.09	31.25
13.28	44.28	14.62	31.1
13.12	44.18	14.45	30.71
13.32	43.98	14.62	31.07
13.36	43.04	14.63	31.29
13.47	43.49	14.82	31.25
13.3	43.24	14.77	30.98
13.27	42.69	14.74	30.89
13.35	41.55	15.15	31.76
13.49	41.38	15.33	32.11
13.6	41.94	15.29	32.23
13.79	41.51	15.44	32.52
13.88	41.91	15.47	32.3
13.78	42.11	15.4	31.84
13.5	42.54	15.28	31.56
13.71	41.74	15.38	31.82
13.86	42.63	15.45	31.77
13.91	42.05	15.63	31.97
14.13	42.34	15.69	32.21
14.22	42.5	15.65	32.35
14.39	42.9	15.57	32.05
14.19	42.6	15.5	32.17
14.43	42.74	15.63	32.58
14.97	43.07	15.87	33.52
14.77	42.68	15.66	33.36
15	42.79	15.65	32.58
15.37	43.5	15.89	32.65
15.38	43.53	15.92	32.31
15.23	43.29	15.9	32.44
15.37	43.36	15.91	32.35
14.91	43.29	15.92	31.91
14.72	43.06	15.62	31.59
14.86	43.9	15.66	31.54
14.76	44.06	15.6	31.05
14.85	43.68	15.69	31.03
15.04	44.89	15.69	31.38
14.97	45.3	15.69	30.99
15.32	46.13	16.08	31.55
15.44	46.73	16.26	32.09
15.5	46.88	16.41	31.98
15.41	45.93	16.25	34.5
15.19	45.2	16.28	34.27
15.12	44.86	16.26	33.9
15.23	45.34	16.45	33.64
15.03	44.82	16.39	33.34
15.25	44.35	15.89	34.33
15.14	43.37	15.88	34.3
15.1	44.04	15.8	34.5
15.09	43.81	15.79	34.53
15.1	44.12	15.68	35.39
14.77	43.39	15.02	35.07
14.96	43.21	15.1	34.9
14.89	42.83	15.13	34.2
14.65	42.41	14.9	33.66
14.33	41.71	14.7	33.95
14.41	42.79	14.79	34.35
14.43	43.25	14.68	34.99
14.33	42.96	14.7	34.82
14.41	43.78	14.94	35.42
14.43	44.17	15.07	36.14
14.83	44.24	15.13	35.04
14.93	44.27	15.2	34.6
14.9	44.26	15.3	35.06
14.97	43.85	15.33	35.05
15.25	44.24	15.51	35.1
15.3	44.4	15.8	35.47
15.34	43.56	15.85	35.75
15.15	43.22	15.91	35.64
15.26	43.25	15.91	35.35
15.19	43.23	15.72	35.03
15.31	43.53	16	35.09
15.17	43.49	15.99	35.1
15.24	43.44	15.78	34.79
15.2	42.92	15.85	34.46
15.09	42.64	15.77	34.16
15.1	42.59	15.8	34.07
15.22	42.96	16.1	34.31
15.18	42.92	16.11	34.28
15.25	42.65	16.16	34.27
15.01	42.89	16.2	33.95
15.2	42.78	16.25	34.13
15.19	43.28	16.2	34.47
15.12	44.46	15.98	34.36
15.17	44.54	16.09	33.87
15.22	44.72	15.95	33.92
15.22	44.69	15.73	34.25
15.09	44.49	15.45	33.96
15.02	45.75	15.64	33.7
15.07	45.99	15.93	33.95
15.1	47.45	15.78	33.9
15.07	47.22	16.09	33.82
14.98	48.74	15.98	33.93
14.9	48.01	15.97	33.61
14.98	48.75	16.13	33.3
15.01	49.34	16.12	33.48
15.08	49.21	16.05	34.11
15.08	48.79	16.16	33.96
15.08	48.79	16.16	33.96
15.09	48.78	16.2	33.67
15.15	49	16.26	33.45
15.11	48.83	16.16	33.35
15.16	49.8	16.2	33.35
15.16	49.8	16.2	33.35
15.4	50.23	16.3	34.05
15.41	49.44	16.42	34.88
15.56	48.33	16.17	34.86
16.07	48.45	16.31	35.9
16.26	48.22	16.36	35.97
16.29	48.3	16.57	36.18
16.21	48.12	16.45	35.93
16.07	48.01	16.25	35.49
16.19	47.67	16.32	35.4
16.27	48.13	16.51	35.32
16.41	50.3	16.6	35.28
16.41	51.66	16.64	35.87
16.33	50.9	16.69	35.93
16.32	50.36	16.62	35.96
16.23	51.12	16.92	35.78
16.19	50.42	16.38	35.53
16.3	50.33	16.38	36.03
16.19	50.16	16.24	36.09
16.11	49.34	16.19	35.82
16.11	49.21	16.12	35.86
16.32	50.06	16.39	36.81
16.38	50.15	16.36	37.39
16.85	51.35	16.45	36.93
16.76	51.85	16.59	36.41
16.8	52.14	16.7	36.5
16.92	51.46	16.77	37.3
17.03	51.64	16.75	37.16
16.84	51.61	16.6	36.99
16.82	50.73	16.7	36.88
16.97	50.52	16.92	37.39
16.97	50.77	16.73	38.38
17.14	50.46	16.91	38.23
16.8	50.18	16.84	37.82
16.86	52.58	17.23	38.02
16.92	54.85	17.3	37.91
16.8	56.08	17.39	37.98
16.61	55.8	17.16	37.55
16.78	54.79	16.92	37.17
16.67	55.89	16.97	36.88
16.85	56.96	17.3	37.11
16.9	57.21	17.34	37.35
16.99	56.37	17.2	37.77
17.13	56.67	17.25	37.73
17.5	57.06	17.2	37.49
17.54	56.87	17.27	37.37
17.5	57.21	17.12	37.34
17.32	57.09	16.71	36.38
17.18	57.11	16.62	36.33
16.9	56.28	16.55	36.16
16.96	56.34	16.7	36.1
16.85	55.49	16.58	36
16.9	56.87	16.64	36.18
16.75	56.48	16.28	35.21
16.46	56.08	16.25	35.09
16.64	55.83	16.13	35.43
16.63	55.3	16.18	35.39
16.69	55.72	16.22	35.75
16.63	55.69	16.14	36.25
16.74	55.53	16.17	36.63
16.74	55.53	16.17	36.63
16.74	55.53	16.17	36.63
16.68	54.25	15.93	36.3
16.74	53.03	15.74	36.61
16.74	54.11	15.89	36.72
17.04	56.36	15.79	36.57
16.91	55.59	15.76	36.18
17	56.77	15.83	36.16
17.2	60.09	15.79	36
17.37	60.49	15.77	35.71
17.5	60.51	15.82	35.85
17.91	60.51	15.7	35.51
17.8	60.06	15.77	35.26
18.03	59.57	15.97	35.19
17.97	60.88	15.76	35.32
17.61	60.33	15.24	34.38
17.16	59.28	14.99	33.23
17.16	60.21	14.99	33.12
17.12	61.64	14.79	32.95
17.13	60.85	14.73	33.25
17.17	61.59	14.61	32.47
17.15	61.49	14.66	32.88
17.33	56.88	14.53	32.45
17.05	58.64	14.25	32.15
17.06	57.95	14.02	31.88
16.95	58.23	14.21	32.24
17.06	59.03	14.24	32.5
16.4	58.05	14.37	32.41
16.4	60.02	14.48	33.01
16.55	60.85	14.52	33.2
16.42	61.63	14.51	33.63
16.47	62.12	14.5	33.52
16.1	61.98	14.3	33.18
16.03	60.47	14.27	33.16
16.23	61.21	14.35	33.76
16.17	61.74	13.91	34.14
16.27	61.11	13.89	34.19
16.3	60.8	14.03	34.28
16.59	61.29	14.37	34.76
16.6	61.98	14.35	35.5
16.57	61.54	14.36	35.69
16.64	61.9	14.45	35.7
16.4	61.81	14.41	35.39
16.28	61.34	14.37	35.16
16.94	61.74	14.38	35.6
17.15	62.39	14.5	35.4
17.8	62.01	14.87	35.68
17.71	61.85	14.93	35.74
18	62.8	15.13	36.65
18.04	62.48	14.88	36.63
17.82	62.35	14.87	36.31
17.6	60.57	14.83	36.24
17.8	61.24	14.68	36.68
17.75	61.95	14.7	36.66
17.92	62.47	14.55	36.34
18.08	62.18	14.57	36.76
18.27	62.88	14.62	37.05
18.69	61.99	14.69	37.1
18.66	62.39	14.76	36.89
18.72	66.64	14.99	37.56
18.83	67.38	15.09	37.43
18.67	67.39	14.93	37.24
18.66	67.45	14.7	37.78
18.43	66.71	14.49	38.35
18.25	66.8	14.42	38.33
18.06	65.72	14.21	38.03
17.75	63.95	14.26	37.68
17.85	64.47	14.4	38.04
17.93	66.41	14.53	38.28
17.96	64.81	14.39	37.82
18.03	65.92	14.54	38.36
17.93	65.52	14.49	38.49
17.92	65.43	14.38	38.56
18	67.1	14.36	38.77
17.65	66.23	14.16	37.9
17.82	66.04	14.23	38.78
18.15	66.54	14.3	40.01
18.15	66.97	14.36	40.85
18.5	65.44	14.31	39.69
18.51	66.11	14.71	40.24
18.48	67.49	14.74	40.6
18.43	66.04	14.64	40.59
18.64	67.05	14.85	40.95
18.52	68.16	15.05	41.58
18.72	67.54	15.24	42.4
18.66	66.9	15.4	42.2
18.44	69.56	15.3	43.05
18.41	68.38	15.26	43.19
18.53	69.67	15.43	42.95
18.53	71.57	15.69	43.79
18.43	72.25	15.49	44.76
18.32	72.8	15.5	44.03
18.25	73.69	15.62	44.23
19.32	73.5	15.75	44.29
19.83	73.56	15.55	44.35
19.67	71.57	15.4	44.04
19.68	71.62	15.46	44.33
20.03	71.62	15.57	44.74
21.79	71.43	15.57	45.07
21.3	71.01	15.67	44.42
21.09	70.64	15.78	44.46
20.93	70.17	15.78	44.33
20.78	70.64	15.57	43.86
20.95	70.5	15.65	43.45
21.38	70.34	15.43	43.24
21.77	70.13	15.82	44
21.94	70.19	15.92	44.85
21.41	70.62	15.92	44.51
21.78	69.95	15.68	43.93
21.74	68.33	15.53	43.36
21.09	68.57	15.4	42.9
21.2	67.91	15.59	42.91
21.04	68.51	15.58	42.33
21.08	68.62	15.51	42.75
21.27	68.62	15.74	42.8
21.32	68.77	15.78	42.43
21.59	69.19	15.81	43.69
21.68	69.16	15.89	43.98
22.21	69.41	15.99	44.96
22.44	69.35	16.07	44.93
22.14	69.41	16.3	45.08
21.78	69.63	16.23	45.17
21.35	68.82	16	44.13
21.13	66.56	16.06	44.58
21.38	67	16.15	44.52
21.78	67.71	16.44	45.85
21.62	66.61	16.36	45.8
21.79	66.77	16.6	47.22
21.7	65.5	16.46	48.1
21.53	66.19	16.45	50.15
22.04	66.42	16.56	51.86
22.39	66.91	16.74	51.55
22.24	66	16.7	51.5
22.82	66.87	17	51.72
22.74	67.88	17.32	50.33
22.7	68.9	17.37	51.2
22.84	69.09	17.41	51.41
22.75	68.6	17.6	54.01
22.42	68.54	17.5	51.6
21.89	68.08	17.35	50.11
21.76	68.48	17.55	49.78
22.01	69.77	17.66	48.74
22.43	70.51	17.6	48.7
22.15	68.31	17.45	48.05
21.8	66.97	17.13	47.57
22.06	68.08	17.45	47.43
21.94	69.16	17.67	47.18
21.65	69.45	17.51	47.33
20.86	67.88	17.16	46.55
20.9	67.78	17.03	46.2
20.66	68.71	16.77	45.65
21.08	68.72	17.01	46.33
20.9	66.95	17	45.8
21.53	68.28	17.08	46.74
21.14	66.02	16.8	45.2
20.98	65.55	16.62	44.58
21.84	67.88	16.94	45.45
22	67.62	17.23	45.25
22.45	69.78	17	45.23
22.93	69.7	17.36	45.58
22.9	70.69	17.18	45.35
22.52	71.13	17.1	46.45
22.25	71.45	17.2	46.95
22.28	70.89	17.16	46.02
22.1	70.84	17.11	44.77
22.67	71.13	17.22	45.63
22.88	71.62	17.36	45.25
23.29	71.63	17.37	44.83
23.35	71.83	17.4	44.45
24.05	72.05	17.44	44.32
23.96	72.74	17.45	44.17
24.12	72.49	17.44	44.64
24.1	72.41	17.44	44.42
24.46	68.87	17.51	44.2
24.83	68.81	17.53	44
25.1	68.46	17.56	43.9
25.19	68.55	17.28	44
25.1	68.87	17.15	44.4
25.12	68.29	17.09	44.55
25.03	68.97	17.13	45.68
25.13	68.98	17.08	46.53
25.18	69.46	17.07	46.42
25.45	69.85	17.16	46.52
25.46	70.56	17.25	46.58
25.72	69.66	17.1	46.59
25.72	69.67	17.07	46.78
25.89	70.63	17.13	46.43
25.72	69.66	17.1	46.25
25.76	68.39	17.03	45.95
25.62	68.5	17.05	45.64
26.6	68.97	16.99	45.01
26.9	69.6	17.08	45.27
26.73	68.97	17.05	44.9
26.78	68.23	17.12	44.56
26.88	68.18	17.45	44.2
26.85	68.61	17.45	44.2
26.85	68.61	17.45	44.2
26.97	68.65	17.5	44.9
26.87	68.47	17.55	44.98
26.68	68.73	17.63	45.03
26.02	68.82	17.62	44.61
26.23	69.09	17.94	45.1
26.46	68.88	18.35	46.1
26.66	68.87	18.92	45.7
26.38	68.47	18.92	45.21
26.11	68.62	19.05	45.35
26.15	68.57	19.04	45.82
25.98	69.51	18.86	46.09
26.5	71.72	19.02	47.58
26.92	71.67	19.08	47.65
26.7	77.08	19.04	47.68
26.5	77.34	18.84	47.01
26.09	76.48	18.76	46.67
25.63	76.98	18.58	46.1
26.2	78.71	18.77	46.56
25.87	78.7	18.62	45.73
25.5	78.95	18.72	45.56
25.19	79.87	19.26	46.08
26.6	82.45	19.65	46.81
27.13	82.84	20.31	48.9
28.25	84.85	21.95	49.04
28.31	84.44	21.13	49.25
27.99	84.42	21.06	48.8
29	85.54	20.75	50.05
28.14	85.69	20.79	49.35
27.95	83.72	20.56	49.07
28.38	84.42	20.58	49.66
28.87	84.32	20.23	50.2
29.02	84.99	20.14	49.68
29.53	85.07	20	50.62
29.1	84.41	19.78	55.4
29.42	82.78	20.5	58.27
29.13	82.15	20.2	57.89
29.6	81.66	20.28	57.16
29.61	82.15	20.29	57.72
30.37	83.04	20.23	59.2
30.52	83.79	20.53	58.94
30.79	83.64	20.73	58.25
31.25	84.95	21.2	59.03
31.13	84.15	21.01	58.93
31.49	84.95	21.51	59
31.63	83.92	21.62	59.6
30.54	82.64	21.25	58.66
31.03	82.76	21.51	57.54
30.28	81.87	21.1	55.42
30	81.88	21.14	55.55
30.34	82.4	22.2	57
29.54	81.9	22.03	56.65
28.79	81.66	21.31	55.29
28.91	82.15	21.44	55.7
29.74	82.36	22.13	55.98
29.82	78.66	22.08	56.14
29.94	75.32	22	57.66
29.93	75.9	22.21	58.32
29.57	76.9	22.87	58.15
31.24	78.61	22.92	58.2
31.07	78.7	22.74	59
31.36	80.51	23	58.53
31.05	81.51	22.88	61.18
32	79.19	22.98	61.28
32.76	79.68	23.2	62.13
32.8	78.12	23.07	61.55
32.94	77.21	23.04	61.05
32.97	77.43	23.5	61.27
33.13	77.97	23.96	62.4
32.88	77.16	23.83	62.31
33.1	76.98	23.89	63.99
33.26	76.88	23.96	65.3
33.31	77.26	23.65	64.51
33.96	77.11	23.91	64.02
33.2	75.73	24.55	63.01
33	74.7	24.92	63.7
31.88	77.54	24.37	62.2
31.77	76.36	24.28	62.71
31.65	77.67	24.35	62.54
31.65	77.67	24.35	62.54
31.65	77.67	24.35	62.54
31.7	77.03	24.29	61.54
31.92	76.74	25.32	62.17
32.3	76.7	25.61	63.85
32.15	77.31	26.83	64.05
31.39	79.94	26.97	63.69
31.7	80.38	27.63	64.72
32.51	80.58	26.87	65.05
32.75	83.63	26.5	64.7
32.85	82.64	26.13	61.21
32.85	82.64	26.13	61.21
32.46	83.3	26.98	61.17
31.71	83.63	26.66	60.3
31.22	84.12	26.6	58.75
31.7	83.97	28.46	58.5
31.79	85.65	28.58	58.7
32.44	87.31	28.86	61.33
33.19	86.33	28.3	61.2
33.19	87.66	28.53	60.47
31.95	85.49	29.09	58.39
31.41	82.97	27.38	56.66
31.01	82.74	26.58	56.17
29.46	80.91	25.74	54.41
28.77	78.42	25.73	53.98
29.5	80.05	25.88	53.96
28.5	76.75	23.98	53.5
28.98	77.46	25.93	55.4
28.57	78.56	25.13	54.88
29.33	78.65	26.29	55.85
29.92	80.04	27.54	55.85
30.06	80.06	27.61	56.04
28.87	78.53	26.78	54.82
29.3	78.81	26.75	55.31
28.98	79.27	27.69	55.1
28.79	79.8	27.25	54.81
28.51	79.28	27.03	53.61
27.27	76.69	25.43	52.04
27.28	72.89	25.51	51.87
26.13	71.33	23.93	51.43
26.53	72.75	24.31	52.43
26.12	70.82	24.11	51.73
24.82	67.34	23.26	51.82
25.78	71.41	22.9	50.75
26.92	72.61	24.15	53.36
26.85	71.61	23.87	52.75
26.78	71.72	24.1	53.49
27.11	72.21	24.55	53.68
27.54	72.07	24.58	52.58
27.93	72.93	25.1	52.92
27.71	68.47	25.8	53.57
27.85	68.65	25.13	53.22
27.54	67.69	25.06	52.24
27.17	67.38	25.18	52.42
27.61	68.86	26.14	53.62
28.44	69.95	26.77	54.83
28.8	70.19	27.6	55.2
28.98	71.52	28.64	55.14
28.14	69.75	27.6	53.93
28.37	68.7	27.66	54.42
28.33	66.18	28.31	54.26
28.37	66.52	28.34	54.11
27.83	66.61	27.69	53.23
28.2	66.29	28.05	53.67
27.17	66	27.1	53.21
26.36	63.77	26.56	52.74
25.76	63.24	26.25	52.3
25.94	62.93	25.54	51.56
26.99	66.41	26.37	53.31
26.66	68.14	26.84	53.21
25.82	66.21	25.71	52.23
26.84	68.08	25.86	54.32
26.66	69.26	25.92	55.02
26.86	70.59	26.53	54.64
27.76	68.49	27.23	59.45
27.84	69.31	27.15	58.97
27.44	70.27	27.4	58.75
27.22	69.22	27.2	58.03
27.98	69.96	27.76	58.85
27.91	69.77	27.62	58.55
28.44	70.06	27.94	59.2
27.86	69.21	27.65	58.35
28.12	68.24	27.99	59.3
25.76	68.21	28.14	61.21
26.01	68.09	28.27	61.37
25.6	67.7	26.1	61.45
25.6	68.56	26.61	62.17
25.6	69.68	26.55	62.1
26.06	70.55	27.19	62.43
26.26	74.03	27.18	63.5
25.75	74.21	26.82	63.83
25.48	74.55	26.4	63.44
26.03	75.18	26.8	62.37
25.71	75.21	26.13	62.1
26.15	75.05	25.69	62.82
27.12	75.22	25.94	62.43
27.52	75.47	26.22	62.15
27.35	75.89	26.07	62.5
27.25	76.49	26.64	62.9
27.3	76.24	26.58	62.35
27.19	76.38	26.99	63.31
27.54	75.86	27.35	63.35
27.56	75.42	27.25	63.67
27.31	74.94	26.74	63.35
27.26	73.63	26.56	62.05
27.06	74.64	26.53	62.15
27.03	72.71	26.21	61.35
27.07	73.59	25.92	63.05
27.16	75.5	26.12	64.28
27.26	74.68	25.99	64.83
27.96	74.75	26.4	65.01
28.01	75.77	26.58	65
27.69	74.96	26.21	64.92
28.27	77.09	26.44	65.8
27.57	73.49	26.38	66.65
26.77	75.66	26.12	65.25
26.45	76.78	25.39	66.02
26.3	78.43	26.02	66.65
26.42	79.77	26.48	67.6
26.63	80.43	26.6	67.55
26.55	82.27	26.57	67.18
26.38	82.11	26.66	66.95
26.39	81.56	26.19	67.98
26.67	81.66	26.24	68.85
26.71	81.1	27.18	69.65
26.59	80.52	27.86	69.59
26.5	80.38	27.92	69.31
27.12	79.96	27.81	70.29
27.15	80.33	27.7	70.03
27.68	80.67	27.88	70.24
27.98	79.15	27.85	70.26
27.77	78.6	28.16	70.3
27.09	78.17	27.63	69.97
27.5	78.02	28.06	71.35
27.35	78.21	28	73.95
27.39	79.92	28.44	73.5
27.69	79.49	28.68	74.25
27.62	80.08	28.81	74.78
27.74	81.76	29.99	76.74
27.9	80.67	30.82	77.2
27.95	81.2	30.12	78.7
28.1	81.27	29.54	77.4
27.81	81.27	29.08	77.3
28.23	81.86	29.85	77.65
27.81	83.55	29.34	78.36
29.01	84.11	29.24	79.05
29.15	83.57	29.8	80.45
29.15	84.07	29.75	81.25
28.73	82.98	29.72	80
28.94	82.97	29.43	80.6
28.88	82.38	29.56	80
28.93	83.87	29.4	80
28.63	84.35	29.18	80
28.67	84.99	29.28	84.25
28.64	84.69	29.05	85.5
28.08	84.47	28.65	80.75
28.02	84.39	28.6	80.71
27.92	84.12	28.84	81.17
28.06	83.97	29.16	82.96
28.1	84.15	29.03	82.96
27.84	82.71	29.13	81.32
27.34	81.15	28.46	80.01
27.06	80.24	28.49	82
27.23	82.71	28.84	85.5
27.17	81.51	29.14	82.25
27.12	80.44	28.66	81.35
27.32	80.88	29.23	81.7
27.38	80.79	30.3	81.88
27.46	81.38	30.71	81.75
27.54	81.52	31.86	82.6
27.53	81.23	31.66	81.9
27.56	81.15	32.13	83.3
27.63	80.85	31.85	82.59
27.69	80.91	32.39	84.15
27.93	80.57	32.75	84
28.01	80.13	32.93	83.35
28.26	81.34	33.61	84.66
28.11	79.85	33.27	84.8
28.65	79	34.57	85.37
28.74	78.81	34.66	85.55
28.51	77.78	34.31	84
28.51	77.78	34.31	84
28.51	77.78	34.31	84
28.75	77.89	35.26	85.18
28.81	77.81	35.42	85.6
28.85	77.27	35.69	85.89
28.85	77.27	35.69	85.89
29.51	78.67	36.69	84.9
29.87	79.42	35.96	85.48
29.86	84.6	34.73	84.17
29.54	85.1	34.54	86.29
29.68	83.92	34.41	85.34
30.23	84.84	33.93	83.9
30.86	85.34	33.3	82.6
31.3	84.56	34.35	82.84
31.66	86.07	35.08	83
31.64	87.6	35.72	84.58
31.47	87.62	36.06	84.38
31.37	88.08	35.93	84.36
31.48	86.54	36.29	84.69
32.89	85.97	36.08	85.01
32.35	87.86	35.01	84.37
32.7	87.88	34.69	84.67
32.49	91.7	35.52	84.75
32.58	89.82	35.59	84.48
32.75	89.4	35.19	84.6
32.54	90.3	35.37	85.3
32.5	90.06	35.77	86.66
32.43	89.46	36.21	85.51
32.51	89.4	36.77	85.62
32.62	89.53	36.54	85.1
32.81	90.63	36.36	85.02
32.43	91.74	36	84.72
32.3	90.5	36.79	84.56
32.15	90.18	36.33	84.22
31.96	90.86	36.4	85.53
31.66	90.7	36.39	85.13
31.85	92.42	36.4	86.1
32.05	93.84	38.79	88.27
32.4	97.06	39.3	88.31
32.55	96.72	39.15	87.63
32.83	96.27	39.49	87.94
